Date,Country,Total
2021-09-26T00:00:00Z,Belgium,5412
2021-09-26T00:00:00Z,France,28342
2021-09-26T00:00:00Z,Ireland,3323
2021-09-26T00:00:00Z,Luxembourg,1250
2021-09-26T00:00:00Z,Netherlands,8303
2021-09-26T00:00:00Z,United Kingdom,24223
2021-10-03T00:00:00Z,Belgium,5179
2021-10-03T00:00:00Z,France,27386
2021-10-03T00:00:00Z,Ireland,3335
2021-10-03T00:00:00Z,Luxembourg,1241
2021-10-03T00:00:00Z,Netherlands,8206
2021-10-03T00:00:00Z,United Kingdom,24410
2021-10-10T00:00:00Z,Belgium,5178
2021-10-10T00:00:00Z,France,27335
2021-10-10T00:00:00Z,Ireland,3353
2021-10-10T00:00:00Z,Luxembourg,1172
2021-10-10T00:00:00Z,Netherlands,8404
2021-10-10T00:00:00Z,United Kingdom,24729
2021-10-17T00:00:00Z,Belgium,5242
2021-10-17T00:00:00Z,France,27656
2021-10-17T00:00:00Z,Ireland,3492
2021-10-17T00:00:00Z,Luxembourg,1206
2021-10-17T00:00:00Z,Netherlands,8175
2021-10-17T00:00:00Z,United Kingdom,25161
2021-10-24T00:00:00Z,Belgium,5485
2021-10-24T00:00:00Z,France,27464
2021-10-24T00:00:00Z,Ireland,3432
2021-10-24T00:00:00Z,Luxembourg,1200
2021-10-24T00:00:00Z,Netherlands,8344
2021-10-24T00:00:00Z,United Kingdom,25055
2021-10-31T00:00:00Z,Belgium,5253
2021-10-31T00:00:00Z,France,26545
2021-10-31T00:00:00Z,Ireland,3411
2021-10-31T00:00:00Z,Luxembourg,1203
2021-10-31T00:00:00Z,Netherlands,7825
2021-10-31T00:00:00Z,United Kingdom,24642
2021-11-07T00:00:00Z,Belgium,5313
2021-11-07T00:00:00Z,France,24961
2021-11-07T00:00:00Z,Ireland,3459
2021-11-07T00:00:00Z,Luxembourg,1141
2021-11-07T00:00:00Z,Netherlands,7666
2021-11-07T00:00:00Z,United Kingdom,23048
2021-11-14T00:00:00Z,Belgium,5096
2021-11-14T00:00:00Z,France,25432
2021-11-14T00:00:00Z,Ireland,3497
2021-11-14T00:00:00Z,Luxembourg,1146
2021-11-14T00:00:00Z,Netherlands,7712
2021-11-14T00:00:00Z,United Kingdom,22986
2021-11-21T00:00:00Z,Belgium,4996
2021-11-21T00:00:00Z,France,24203
2021-11-21T00:00:00Z,Ireland,3469
2021-11-21T00:00:00Z,Luxembourg,1123
2021-11-21T00:00:00Z,Netherlands,7567
2021-11-21T00:00:00Z,United Kingdom,22522
2021-11-28T00:00:00Z,Belgium,4789
2021-11-28T00:00:00Z,France,23816
2021-11-28T00:00:00Z,Ireland,3688
2021-11-28T00:00:00Z,Luxembourg,1142
2021-11-28T00:00:00Z,Netherlands,7100
2021-11-28T00:00:00Z,United Kingdom,22782
2021-12-05T00:00:00Z,Belgium,4773
2021-12-05T00:00:00Z,France,24150
2021-12-05T00:00:00Z,Ireland,3672
2021-12-05T00:00:00Z,Luxembourg,1144
2021-12-05T00:00:00Z,Netherlands,7477
2021-12-05T00:00:00Z,United Kingdom,23235
2021-12-12T00:00:00Z,Belgium,5049
2021-12-12T00:00:00Z,France,26892
2021-12-12T00:00:00Z,Ireland,4009
2021-12-12T00:00:00Z,Luxembourg,1219
2021-12-12T00:00:00Z,Netherlands,7788
2021-12-12T00:00:00Z,United Kingdom,25674
2021-12-19T00:00:00Z,Belgium,4899
2021-12-19T00:00:00Z,France,24538
2021-12-19T00:00:00Z,Ireland,3544
2021-12-19T00:00:00Z,Luxembourg,1120
2021-12-19T00:00:00Z,Netherlands,7894
2021-12-19T00:00:00Z,United Kingdom,22748
2021-12-26T00:00:00Z,Belgium,4625
2021-12-26T00:00:00Z,France,23465
2021-12-26T00:00:00Z,Ireland,3760
2021-12-26T00:00:00Z,Luxembourg,1060
2021-12-26T00:00:00Z,Netherlands,7309
2021-12-26T00:00:00Z,United Kingdom,22279
2022-01-02T00:00:00Z,Belgium,4817
2022-01-02T00:00:00Z,France,23653
2022-01-02T00:00:00Z,Ireland,3919
2022-01-02T00:00:00Z,Luxembourg,1096
2022-01-02T00:00:00Z,Netherlands,7798
2022-01-02T00:00:00Z,United Kingdom,23603
2022-01-09T00:00:00Z,Belgium,4162
2022-01-09T00:00:00Z,France,20667
2022-01-09T00:00:00Z,Ireland,2883
2022-01-09T00:00:00Z,Luxembourg,816
2022-01-09T00:00:00Z,Netherlands,6758
2022-01-09T00:00:00Z,United Kingdom,18073
2022-01-16T00:00:00Z,Belgium,3918
2022-01-16T00:00:00Z,France,20507
2022-01-16T00:00:00Z,Ireland,2775
2022-01-16T00:00:00Z,Luxembourg,836
2022-01-16T00:00:00Z,Netherlands,6373
2022-01-16T00:00:00Z,United Kingdom,16739
2022-01-23T00:00:00Z,Belgium,3818
2022-01-23T00:00:00Z,France,20165
2022-01-23T00:00:00Z,Ireland,2756
2022-01-23T00:00:00Z,Luxembourg,789
2022-01-23T00:00:00Z,Netherlands,6299
2022-01-23T00:00:00Z,United Kingdom,16574
2022-01-30T00:00:00Z,Belgium,4067
2022-01-30T00:00:00Z,France,21039
2022-01-30T00:00:00Z,Ireland,3310
2022-01-30T00:00:00Z,Luxembourg,857
2022-01-30T00:00:00Z,Netherlands,6415
2022-01-30T00:00:00Z,United Kingdom,18992
2022-02-06T00:00:00Z,Belgium,4343
2022-02-06T00:00:00Z,France,23841
2022-02-06T00:00:00Z,Ireland,3494
2022-02-06T00:00:00Z,Luxembourg,1037
2022-02-06T00:00:00Z,Netherlands,6936
2022-02-06T00:00:00Z,United Kingdom,22399
2022-02-13T00:00:00Z,Belgium,4429
2022-02-13T00:00:00Z,France,24536
2022-02-13T00:00:00Z,Ireland,3587
2022-02-13T00:00:00Z,Luxembourg,1023
2022-02-13T00:00:00Z,Netherlands,6769
2022-02-13T00:00:00Z,United Kingdom,22895
2022-02-20T00:00:00Z,Belgium,4835
2022-02-20T00:00:00Z,France,25696
2022-02-20T00:00:00Z,Ireland,3667
2022-02-20T00:00:00Z,Luxembourg,1145
2022-02-20T00:00:00Z,Netherlands,7314
2022-02-20T00:00:00Z,United Kingdom,23744
2022-02-27T00:00:00Z,Belgium,5073
2022-02-27T00:00:00Z,France,26286
2022-02-27T00:00:00Z,Ireland,4113
2022-02-27T00:00:00Z,Luxembourg,1162
2022-02-27T00:00:00Z,Netherlands,7788
2022-02-27T00:00:00Z,United Kingdom,24978
2022-03-06T00:00:00Z,Belgium,5001
2022-03-06T00:00:00Z,France,26328
2022-03-06T00:00:00Z,Ireland,4078
2022-03-06T00:00:00Z,Luxembourg,1159
2022-03-06T00:00:00Z,Netherlands,7827
2022-03-06T00:00:00Z,United Kingdom,25505
2022-03-13T00:00:00Z,Belgium,4997
2022-03-13T00:00:00Z,France,27293
2022-03-13T00:00:00Z,Ireland,4331
2022-03-13T00:00:00Z,Luxembourg,1165
2022-03-13T00:00:00Z,Netherlands,7984
2022-03-13T00:00:00Z,United Kingdom,26168
2022-03-20T00:00:00Z,Belgium,5064
2022-03-20T00:00:00Z,France,27167
2022-03-20T00:00:00Z,Ireland,4234
2022-03-20T00:00:00Z,Luxembourg,1196
2022-03-20T00:00:00Z,Netherlands,8190
2022-03-20T00:00:00Z,United Kingdom,26005
2022-03-27T00:00:00Z,Belgium,5448
2022-03-27T00:00:00Z,France,28432
2022-03-27T00:00:00Z,Ireland,5179
2022-03-27T00:00:00Z,Luxembourg,1252
2022-03-27T00:00:00Z,Netherlands,8627
2022-03-27T00:00:00Z,United Kingdom,31455
2022-04-03T00:00:00Z,Belgium,5549
2022-04-03T00:00:00Z,France,29249
2022-04-03T00:00:00Z,Ireland,5354
2022-04-03T00:00:00Z,Luxembourg,1392
2022-04-03T00:00:00Z,Netherlands,8662
2022-04-03T00:00:00Z,United Kingdom,32640
2022-04-10T00:00:00Z,Belgium,5548
2022-04-10T00:00:00Z,France,31314
2022-04-10T00:00:00Z,Ireland,5395
2022-04-10T00:00:00Z,Luxembourg,1390
2022-04-10T00:00:00Z,Netherlands,9017
2022-04-10T00:00:00Z,United Kingdom,32925
2022-04-17T00:00:00Z,Belgium,5451
2022-04-17T00:00:00Z,France,30933
2022-04-17T00:00:00Z,Ireland,5374
2022-04-17T00:00:00Z,Luxembourg,1405
2022-04-17T00:00:00Z,Netherlands,9031
2022-04-17T00:00:00Z,United Kingdom,32869
2022-04-24T00:00:00Z,Belgium,5621
2022-04-24T00:00:00Z,France,32507
2022-04-24T00:00:00Z,Ireland,5547
2022-04-24T00:00:00Z,Luxembourg,1398
2022-04-24T00:00:00Z,Netherlands,9830
2022-04-24T00:00:00Z,United Kingdom,33341
2022-05-01T00:00:00Z,Belgium,5764
2022-05-01T00:00:00Z,France,32880
2022-05-01T00:00:00Z,Ireland,5537
2022-05-01T00:00:00Z,Luxembourg,1464
2022-05-01T00:00:00Z,Netherlands,10178
2022-05-01T00:00:00Z,United Kingdom,35217
2022-05-08T00:00:00Z,Belgium,5805
2022-05-08T00:00:00Z,France,32737
2022-05-08T00:00:00Z,Ireland,5629
2022-05-08T00:00:00Z,Luxembourg,1510
2022-05-08T00:00:00Z,Netherlands,10169
2022-05-08T00:00:00Z,United Kingdom,35925
2022-05-15T00:00:00Z,Belgium,5867
2022-05-15T00:00:00Z,France,33522
2022-05-15T00:00:00Z,Ireland,5721
2022-05-15T00:00:00Z,Luxembourg,1539
2022-05-15T00:00:00Z,Netherlands,10117
2022-05-15T00:00:00Z,United Kingdom,36381
2022-05-22T00:00:00Z,Belgium,5913
2022-05-22T00:00:00Z,France,34601
2022-05-22T00:00:00Z,Ireland,5874
2022-05-22T00:00:00Z,Luxembourg,1546
2022-05-22T00:00:00Z,Netherlands,10113
2022-05-22T00:00:00Z,United Kingdom,37650
2022-05-29T00:00:00Z,Belgium,2663
2022-05-29T00:00:00Z,France,16651
2022-05-29T00:00:00Z,Ireland,2564
2022-05-29T00:00:00Z,Luxembourg,686
2022-05-29T00:00:00Z,Netherlands,4451
2022-05-29T00:00:00Z,United Kingdom,16219
